Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
Mumbai Saga,Sanjay Gupta,"John Abraham,Emraan Hashmi,Suniel Shetty,Kajal Aggarwal,Prateik Babbar,Rohit Roy,Anjana Sukhani,Samir Soni,Amole Gupte,Gulshan Grover,Mahesh Manjrekar","Action,Drama,Crime",hi,"The film, set in the 1980s and 90s, chronicles the transformation of Bombay to Mumbai. The story is a cat and mouse game between a deadly don, Amartya Rao, who doesn’t think twice before killing, and there’s nobody who could stop him and a cop, who is dogging his every step.",5.431,2021.0,2 hrs 5 min,Mumbai Saga,5.7,Intense,Intense,Intense
Sandeep Aur Pinky Faraar,Dibakar Banerjee,"Arjun Kapoor,Parineeti Chopra","Thriller,Drama",hi,"Sandeep, a bank executive & Pinky, a suspended cop, are marked for a kill. Phones tapped, accounts blocked, they escape but escaping is not freedom.",3.64,2021.0,2 hrs 6 min,Sandeep Aur Pinky Faraar,6.5,Thrilling,Thrilling,Thrilling
D Company,Ram Gopal Varma,"Ashwat Kanth,Abhilash Chaudhary,Pranay Dixit,Rudra Kanth,Naina Ganguly,Irra Mor","Action,Crime,Thriller",hi,"The biggest saga of the year is about to unfold the dark side of India's underworld enterprise. The film will showcase the true story behind India's biggest underworld enterprise, D Company, a Mumbai based underworld gang headed by Dawood Ibrahim Kaskar.",0.656,2021.0,1 hrs 29 min,D Company,5.0,Thrilling,Intense,Intense
Pagglait,Umesh Bist,"Sanya Malhotra,Shruti Sharma,Sayani Gupta,Ashutosh Rana,Raghubir Yadav,Rajesh Tailang,Sheeba Chaddha,Meghna Malik","Drama,Comedy",hi,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",8.183,2021.0,1 hrs 54 min,Pagglait,6.7,Happy,Emotional,Emotional
Saina,Amole Gupte,"Parineeti Chopra,Manav Kaul,Paresh Rawal",Drama,hi,Champion. Olympic Medallist. The Doyen of Indian Badminton. Saina Nehwal is all of this and much more. This biopic chronicles the inspiring story of a gifted youngster's ascendance to the pinnacle of the Badminton World through sheer passion and perseverance.,3.344,2021.0,2 hrs 13 min,Saina,6.3,Happy,Emotional,Emotional
Silence... Can You Hear It?,Aban Bharucha Deohans,"Manoj Bajpayee,Prachi Desai,Arjun Mathur,Sahil Vaid,Barkha Singh,Shirish Sharma,Sohaila Kapoor,Amit Thakkar,Garima Yagnik","Thriller,Drama",hi,"When Pooja, the daughter of retired Justice Chaudhary, is found murdered under mysterious circumstances, ACP Verma is roped in to investigate this high-profile case. When everyone is hiding the truth, justice will thrive despite the silence.",2.121,2021.0,2 hrs 16 min,Silence... Can You Hear It?,6.1,Thrilling,Thrilling,Thrilling
Koi Jaane Na,Amin Hajee,"Kunal Kapoor,Amyra Dastur","Thriller,Mystery",hi,A heartbroken writer struggling with writer`s block goes to a quiet hill station where he finds love again but uncovers a copycat serial killer who has mysteriously come alive and is killing everyone around him.,3.44,2021.0,2 hrs 21 min,Koi Jaane Na,6.7,Sad,Thrilling,Sad
The Big Bull,Kookie Gulati,"Abhishek Bachchan,Sohum Shah,Nikita Dutta","Crime,Drama",hi,"Inspired by events from the late '80s and the early '90s that shook the country's financial fabric, The Big Bull tells the story of the biggest hustle in the stock market.",5.389,2021.0,2 hrs 34 min,The Big Bull,5.3,Thrilling,Emotional,Emotional
Hello Charlie,Pankaj Saraswat,"Aadar Jain,Jackie Shroff,Elnaaz Norouzi,Shlokka Pandit","Adventure,Comedy",hi,"Charlie, a simpleton daydreamer, currently a pizza delivery boy is tasked with driving his uncle's truck , Girnaar Express, to deliver a gorilla from Mumbai to the jetty at Diu. However, Charlie is unaware that Gorilla is disguised business tycoon MD Makwana, who is on the run after committing a multi-crore scam.",3.249,2021.0,1 hrs 42 min,Hello Charlie,6.6,Thrilling,Adventurous,Adventurous
Ajeeb Daastaans,Shashank KhaitanRaj MehtaNeeraj GhaywanKayoze Irani,"Fatima Sana,Jaideep Ahlawat,Nushrratt Bharuccha,Abhishek Banerjee,Inayat Verma,Konkona Sen,Aditi Rao,Shefali Shah,Manav Kaul,Tota Roy","Drama,Romance",hi,An anthology of four stories that explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,5.221,2021.0,2 hrs 22 min,Ajeeb Daastaans,6.4,Thrilling,Emotional,Emotional
Raat Baaki Hai,Avinash Das,"Paoli Dam,Anup Soni,Rahul Dev,Dipannita Sharma","Crime,Thriller,Drama",hi,"It's a story of one night where estranged lovers Kartik and Vasuki end up meeting each other after 12 years under strange circumstances. Kartik is on a run for being a murder suspect. However, there is more than what meets the eye.",1.263,2021.0,1 hrs 29 min,Raat Baaki Hai,6.0,Thrilling,Thrilling,Thrilling
Radhe,Prabhu Deva,"Salman Khan,Disha Patani,Jackie Shroff,Randeep Hooda,Megha Akash","Action,Crime,Drama,Thriller",hi,"As Mumbai’s youth are falling prey to rampant drug abuse, suspended cop Radhe is recalled for a clean-up mission. But Radhe is up against a dangerous new outlaw Rana, who will stop at nothing to rule the city.",4.686,2021.0,2 hrs 15 min,Radhe,4.5,Intense,Intense,Intense
Sardar Ka Grandson,Kaashvie Nair,"Arjun Kapoor,Rakul Preet,Neena Gupta,John Abraham,Aditi Rao,Soni Razdan,Kanwaljit Singh,Kumud Mishra","Comedy,Drama,Romance,Family",hi,"A devoted grandson's mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",5.473,2021.0,2 hrs 20 min,Sardar Ka Grandson,7.6,Romantic,Happy,Romantic
Shaadisthan,Raj Singh Chaudhary,"Kirti Kulhari,Medha Shankar,Nivedita Bhattacharya","Adventure,Drama,Music",hi,An accidental road trip from Mumbai to Ajmer with a quirky wedding band forces Arshie’s orthodox parents to open their eyes to a new way of life.,1.425,2021.0,1 hrs 33 min,Shaadisthan,7.0,Happy,Adventurous,Adventurous
Sherni,Amit V. Masurkar,"Vidya Balan,Sharat Saxena,Mukul Chaddha,Vijay Raaz,Ila Arun,Brijendra Kala,Neeraj Kabi",Drama,hi,"A jaded forest officer leads a team of trackers and locals intending to capture an unsettled tigress while battling intense obstacles and pressures, both natural and man-made.",2.726,2021.0,2 hrs 10 min,Sherni,6.6,Sad,Emotional,Sad
Haseen Dillruba,Vinil Mathew,"Taapsee Pannu,Vikrant Massey,Harshvardhan Rane","Mystery,Crime,Thriller,Romance",hi,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",7.479,2021.0,2 hrs 16 min,Haseen Dillruba,6.5,Thrilling,Suspenseful,Suspenseful
Collar Bomb,Dnyanesh Zoting,"Jimmy Sheirgill,Asha Negi,Rajshri Deshpande","Crime,Thriller",hi,"A celebrated cop is forced to commit crimes before a suicide bomber blows up a school. As he races against time, the idyllic town around him descends into chaos.",2.068,2021.0,1 hrs 26 min,Collar Bomb,4.0,Thrilling,Thrilling,Thrilling
State of Siege: Temple Attack,Ken Ghosh,"Akshaye Khanna,Abhimanyu Singh,Gautam Rode,Vivek Dahiya,Akshay Oberoi,Parvin Dabas,Samir Soni,Mir Sarwar,Manjari Fadnis","Action,Drama",hi,"Based on the true incident of the 2002 terrorist attack in Gujarat's Akshardham temple, the story revolves around the bravery of NSG commandos, who stood up for their country and their people in the worst of times.",5.655,2021.0,1 hrs 46 min,State of Siege: Temple Attack,5.5,Happy,Intense,Intense
14 Phere,Devanshu Singh,"Vikrant Massey,Kriti Kharbanda","Comedy,Romance,Drama",hi,"Sanjay, a Rajput from Jahanabad, falls in love with his college senior Aditi, a Jat from Jaipur. They want to get married, but don't want to hurt their families. So they plan to get married by arranging a fake set of parents. Will they succeed?",2.628,2021.0,1 hrs 52 min,14 Phere,6.7,Sad,Happy,Sad
Hungama 2,Priyadarshan,"Paresh Rawal,Shilpa Shetty,Meezaan Jafri,Pranitha Subhash,Rajpal Yadav,Tiku Talsania,Ashutosh Rana,Manoj Joshi,Johny Lever",Comedy,hi,"A farcical comedy involving two families. Kapoors are headed by Colonel, who stays with his younger son, while Tiwaris are a childless couple. The lives of Kapoors and Tiwaris were as neat and perfect until one day a woman shows up at the door with an illegitimate child. Who is the father of this child?",4.169,2021.0,2 hrs 36 min,Hungama 2,5.7,Happy,Happy,Happy
Mimi,Laxman Utekar,"Kriti Sanon,Pankaj Tripathi,Sai Tamhankar,Manoj Pahwa,Supriya Pathak","Comedy,Drama",hi,"An aspiring actress in a small town in Rajasthan agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes an unexpected turn when they refuse to have the child anymore.",9.281,2021.0,2 hrs 12 min,Mimi,7.1,Thrilling,Happy,Thrilling
Dial 100,Rensil D'Silva,"Manoj Bajpayee,Neena Gupta,Sakshi Tanwar","Mystery,Thriller",hi,"The Police emergency control room receives a call from a woman, who sounds troubled and wants to commit suicide. As officer Nikhil tries to calm her down, he discovers that the hysterical woman has bought a gun. When asked, she tells him to stay tuned to find out about her real intentions. But as time progresses, Nikhil figures out that the woman has sinister intentions and his family is in danger.",1.387,2021.0,1 hrs 44 min,Dial 100,7.3,Sad,Suspenseful,Sad
Shershaah,Vishnuvardhan,"Sidharth Malhotra,Kiara Advani,Shiv Panditt,Raj Arjun,Pranay Pachauri,Nikitin Dheer,Ankita Goraya,Anil Charanjeett,Sahil Vaid,Shataf Figar,Pawan Chopra","Action,Drama,Thriller,War",hi,"Inspired by the life of Captain Vikram Batra (PVC), the film celebrates his bravery, valiant spirit and honors his invaluable sacrifice during the Kargil War of 1999, at the age of 24.",8.96,2021.0,2 hrs 15 min,Shershaah,7.3,Happy,Intense,Intense
Bhuj: The Pride of India,Abhishek Dudhaiya,"Ajay Devgn,Sanjay Dutt,Sharad Kelkar,Sonakshi Sinha,Ammy Virk,Pranitha Subhash,Nora Fatehi,Ihana Dhillon","War,History,Action,Drama",hi,"Set in the backdrop of the 1971 Indo-Pakistan War, the film tells the story of the IAF Squadron Leader Vijay Karnik, and his bravery, patriotism and determination.",3.24,2021.0,1 hrs 53 min,Bhuj: The Pride of India,6.2,Happy,Intense,Intense
Bell Bottom,Ranjit M Tewari,"Akshay Kumar,Vaani Kapoor,Huma Qureshi,Lara Dutta","Thriller,Action",hi,"By the early ‘80s, India had already witnessed multiple airplane hijacks. In 1984, the country was made to face another such challenge. BellBottom, a RAW Agent, sees through the plan and thus begins India's first overseas covert operation. An operation, lead by a forgotten hero, that went on to create one of the most defining moments for India.",4.284,2021.0,2 hrs 3 min,Bell Bottom,6.7,Sad,Thrilling,Sad
Chehre,Rumi Jafry,"Amitabh Bachchan,Emraan Hashmi,Rhea Chakraborty,Siddhanth Kapoor,Annu Kapoor,Dhritiman Chatterjee,Raghubir Yadav","Thriller,Mystery,Drama",hi,"An ad agency executive takes shelter at an old man's home in mountains amid a dangerous snow storm, but soon finds himself trapped with no way out when the man and his clan of veterans hook him for a game of crime and punishment.",3.634,2021.0,2 hrs 19 min,Chehre,6.9,Thrilling,Thrilling,Thrilling
Helmet,Satramm Ramani,"Aparshakti Khurana,Pranutan Bahl,Abhishek Banerjee,Ashish Verma,Sharib Hashmi","Comedy,Drama",hi,"Desperate to make some quick money, Lucky and his friends rob an e-commerce company truck. But to their surprise, the looted boxes contain condoms instead of electronic gadgets. They decide to sell them directly to the people, who want the product but are too embarrassed to buy it publicly.",1.128,2021.0,1 hrs 45 min,Helmet,6.0,Sad,Happy,Sad
Faactory,Faisal Khan,"Faisal Khan,Roaleey Ryan,Rajkumar Kanojia,Ribbhu Mehra,Sharad Singh,Asha Singh","Action,Crime,Drama,Romance,Thriller",hi,An obsessive lover kidnaps a woman and forces her to fall for him.,0.6,2021.0,0 hrs 0 min,Faactory,1.0,Thrilling,Intense,Intense
Bhoot Police,Pavan Kirpalani,"Saif Ali,Arjun Kapoor,Jacqueline Fernandez,Yami Gautam,Javed Jaffrey","Adventure,Horror,Comedy",hi,"Two brothers Vibhooti and Chiraunji have fought their share of ghosts. However, a new case in a remote village forces them to rethink their own abilities and beliefs.",3.748,2021.0,2 hrs 9 min,Bhoot Police,5.5,Thrilling,Adventurous,Adventurous
Kya Meri Sonam Gupta Bewafa Hai?,Ssaurabh Tyagi,"Jassie Gill,Surbhi Jyoti,Surekha Sikri,Vijay Raaz,Brijendra Kala,Atul Shrivastava","Comedy,Drama",hi,"Sintoo, a dejected lover, pens down his feelings on a currency note which goes viral and triggers a chain of hilarious events. Will he overcome the heartbreak and find closure?",1.544,2021.0,2 hrs 16 min,Kya Meri Sonam Gupta Bewafa Hai?,6.0,Sad,Happy,Sad
Ankahi Kahaniya,Ashwiny Iyer TiwariAbhishek ChaubeySaket Chaudhary,"Abhishek Banerjee,Rinku Rajguru,Delzad Hiwale,Kunal Kapoor,Zoya Hussain,Nikhil Dwivedi,Palomi Ghosh","Drama,Romance",hi,"As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",3.899,2021.0,1 hrs 50 min,Ankahi Kahaniya,6.5,Romantic,Emotional,Romantic
Shiddat,Kunal Deshmukh,"Sunny Kaushal,Radhika Madan,Mohit Raina,Diana Penty","Romance,Drama",hi,"Love-struck Jaggi can cross the seven seas for his dream girl, Kartika. Even if it means stopping her wedding as he doesn't want to be friend-zoned.",4.834,2021.0,2 hrs 26 min,Shiddat,7.8,Intense,Romantic,Romantic
Rashmi Rocket,Akarsh Khurana,"Taapsee Pannu,Priyanshu Painyuli,Abhishek Banerjee,Shweta Tripathi,Supriya Pathak",Drama,hi,"Born in the small-town of Kutch, Rashmi overcomes all societal barriers to become a national-level athlete. But her glory is hindered when she is asked to undergo a gender test.",1.707,2021.0,2 hrs 9 min,Rashmi Rocket,7.6,Happy,Emotional,Emotional
Sanak,Kanishk Varma,"Vidyut Jammwal,Rukmini Maitra,Neha Dhupia,Chandan Roy,Chandan Roy,Amole Gupte","Action,Thriller",hi,"Set in Mumbai, the story unfolds in a hospital that is under siege, where Vivaan Ahuja and his wife Anshika are trapped. Does he manage to rescue her and other hostages from the dangerous hoodlums?",2.123,2021.0,1 hrs 57 min,Sanak,6.3,Thrilling,Intense,Intense
Sardar Udham,Shoojit Sircar,"Vicky Kaushal,Banita Sandhu","Crime,Drama,History",hi,"A young Sardar Udham Singh left deeply scarred by the Jallianwala Bagh massacre, escaped into the mountains of Afghanistan, reaching London in 1933-34. Carrying an unhealed wound for 21 years, the revolutionary assassinated Michael O’Dwyer on 13th March, 1940, the man at the helm of affairs in Punjab, April 1919 to avenge the lost lives of his beloved brethren.",12.339,2021.0,2 hrs 43 min,Sardar Udham,7.2,Sad,Emotional,Sad
Bhavai,Hardik Gajjar,"Pratik Gandhi,Aindrita Ray","Romance,Drama",hi,"The story is about the dream of Rajaram and its impact on the society. Rajaram an enthusiast by nature had only one dream of becoming an actor since his childhood. Being a village resident, he was deprived of that chance to live his dream. Will the duo be able to survive the obstacles or become a victim and succumb to the blind beliefs of the society? Who is the real Ravan, Rajaram or We ""The Society""?",1.737,2021.0,1 hrs 54 min,Bhavai,0.0,Sad,Romantic,Sad
Dybbuk,Jay K,"Emraan Hashmi,Nikita Dutta,Manav Kaul","Horror,Thriller,Drama",hi,"Mahi, a newly married woman, brings an antique Jewish box into her home. When Mahi and her husband Sam begin to have paranormal experiences, they soon learn that the box is a dybbuk containing an evil spirit. The couple then seeks the help of a rabbi to unravel its mystery. Will they survive this ordeal before their child is born?",6.605,2021.0,1 hrs 58 min,Dybbuk,5.8,Thrilling,Horror,Horror
Hum Do Hamare Do,Abhishek Jain,"Rajkummar Rao,Kriti Sanon,Paresh Rawal,Ratna Pathak","Comedy,Drama,Family",hi,"Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan because  Anya will only marry a guy, who has an adorable family, so the only solution - arrange a 'fake' set of parents.",2.554,2021.0,2 hrs 9 min,Hum Do Hamare Do,5.7,Sad,Happy,Sad
